id,name,synonyms
43d12631-d2e3-4259-9c1f-aa255bd7a90a,Amorolfine,Amorolfine 0.25% w/w + Phenoxyethanol 1% w/w|Amorolfine 0.25% w/w|Amorolfine 2.5mg|Amorolfine 5% w/v|Amorolfine 0.25% w/v|Amorolfine 0.25%
6de3822e-b67a-44f8-9278-d58def7c230b,Apixaban,Apixaban 5mg|Apixaban 2.5mg
c739806b-2b74-4a66-8188-8e8af064e844,Bilastine,Bilastine 2.5mg|Bilastine 10mg/5ml + Montelukast 4mg/5ml|Bilastine 20mg|Bilastine 10mg|Bilastine 2.5mg/ml|Bilastine 20mg + Montelukast 10mg|Bilastine 40mg
74e2b43e-3149-477b-ba19-3093973a4d50,Acamprosate,Acamprosate 333mg
5fb26d66-9d9f-49da-b5cf-ecc0322e9bc8,Aluminium Hydroxide,Aluminium Hydroxide 400mg + Magnesium 400mg|Aluminium Hydroxide 475mg + Magnesium 200mg|Aluminium Hydroxide 250mg/5ml + Simethicone 50mg/5ml|Aluminium Hydroxide 300mg + Magnesium 200mg|Aluminium Hydroxide 300mg/5ml + Milk Of Magnesia 250mg/5ml|Aluminium Hydroxide NA + Magnesium NA|Aluminium Hydroxide 600mg/5ml + Milk Of Magnesia 300mg/5ml|Aluminium Hydroxide 250mg + Magnesium 200mg|Aluminium Hydroxide 250mg/5ml + Magnesium 250mg/5ml|Aluminium Hydroxide 300mg + Magnesium 150mg|Aluminium Hydroxide 250mg/5ml + Dimethicone 50mg|Aluminium Hydroxide 600mg + Milk Of Magnesia 300mg|Aluminium Hydroxide 250mg + Simethicone 25mg|Aluminium Hydroxide 250mg + Simethicone 40mg|Aluminium Hydroxide 200mg + Magnesium 400mg|Aluminium Hydroxide 250mg + Dicyclomine 10mg|Aluminium Hydroxide 200mg + Magnesium 200mg|Aluminium Hydroxide 1.57gm + Milk Of Magnesia 1.27gm|Aluminium Hydroxide 250mg + Milk Of Magnesia 250mg|Aluminium Hydroxide 250mg/10ml + Simethicone 50mg/10ml
a023d23a-9ad7-4092-8b63-0492e212fb61,Milk Of Magnesia,Milk of Magnesia 11.25ml + Liquid Paraffin 3.75ml|Milk of Magnesia 11.25mg + Liquid Paraffin 3.75mg|Milk of Magnesia 8% w/w
657cd21b-7de9-4451-bf62-72a713959663,Prednisolone,Prednisolone 15mg/5ml|Prednisolone 1mg|Prednisolone 2.5mg|Prednisolone 20mg|Prednisolone 1%|Prednisolone 5mg|Prednisolone 5mg/5ml|Prednisolone 0.5mg|Prednisolone 4mg|Prednisolone 500mg|Prednisolone 80mg|Prednisolone 1gm|Prednisolone 0.25%|Prednisolone 10mg|Prednisolone 1% w/v|Prednisolone 40mg|Prednisolone 1000mg|Prednisolone 5mg/ml|Prednisolone 25mg/5ml|Prednisolone NA
f765e674-a90c-4f8d-9070-02bb6a827ee4,Desonide,Desonide 0.05% w/v|Desonide 0.05% w/w
92d4efc4-5d5a-4bdb-b034-69082ee1a03f,Ketoconazole,Ketoconazole 2% w/w + Beclometasone 0.025% w/w|Ketoconazole 2% w/w + Zinc pyrithione 1% w/w|Ketoconazole 2%|Ketoconazole 2% v/v + Zinc pyrithione 1% w/v|Ketoconazole 2% w/v + Zinc pyrithione 1% w/v|Ketoconazole 2% w/v + Coal Tar 4% w/v|Ketoconazole 2% w/v + Coal Tar 4% v/v|Ketoconazole 4% w/w + Zinc pyrithione 2% w/w|Ketoconazole 2% w/w + Salicylic Acid 0.5% w/w|Ketoconazole 2% w/w + Clioquinol (Iodochlorhydroxyquin) 1% w/w|Ketoconazole 2% w/w|Ketoconazole 20mg + Clioquinol (Iodochlorhydroxyquin) 10mg|Ketoconazole 2% + Zinc pyrithione 1%|Ketoconazole 2% w/v + Piroctone Olamine 0.5% w/v|Ketoconazole 200mg|Ketoconazole 1% w/w|Ketoconazole 400mg|Ketoconazole NA|Ketoconazole 1% w/v + Zinc pyrithione 2% w/v|Ketoconazole 2% w/w + Clobetasone 0.05% w/w
e99d7749-63c6-41e0-bc03-5340dfb4cf43,Zinc pyrithione,
6e6717e2-f877-4ebf-aeea-77013a0a449c,Albumin,Albumin 20% w/v|Albumin 20%|Albumin 5%
fb2fa6a1-73d5-4c9a-8ca9-0630e43847b5,Choline fenofibrate,Choline fenofibrate 45mg|Choline fenofibrate 135mg
ae1c07f2-1274-4e0e-a50f-fea2f6ebcade,Ursodeoxycholic Acid,Ursodeoxycholic Acid 500mg|Ursodeoxycholic Acid 150mg|Ursodeoxycholic Acid NA|Ursodeoxycholic Acid 250mg|Ursodeoxycholic Acid 300mg|Ursodeoxycholic Acid 125mg/5ml|Ursodeoxycholic Acid 75mg|Ursodeoxycholic Acid 600mg|Ursodeoxycholic Acid 450mg
2b313e4d-110d-4585-b474-b6340fafd8ab,Glycopyrrolate,Glycopyrrolate 25mcg/2ml|Glycopyrrolate 25mcg + Arformoterol 15mcg|Glycopyrrolate 0.2mg|Glycopyrrolate 25mcg|Glycopyrrolate 2mg|Glycopyrrolate 12.5mcg + Formoterol 12mcg|Glycopyrrolate 25mcg + Formoterol 12mcg|Glycopyrrolate 0.5mg + Neostigmine 2.5mg|Glycopyrrolate 0.2mg/1ml|Glycopyrrolate 1mg|Glycopyrrolate 50mcg
fb64952a-48a9-40da-99d7-f1df50dcffba,Methylphenidate,Methylphenidate 20mg|Methylphenidate 4mg|Methylphenidate 10mg|Methylphenidate 5mg|Methylphenidate 36mg|Methylphenidate 54mg|Methylphenidate 18mg
a4a76009-9160-4316-8397-bc8851ac2a15,Ivermectin,Ivermectin 3mg|Ivermectin 6mg + Albendazole 200mg|Ivermectin 6mg/5ml + Albendazole 200mg/5ml|Ivermectin 1% w/v|Ivermectin NA + Albendazole NA|Ivermectin 1% w/w|Ivermectin 12 mg + Albendazole 400 mg|Ivermectin 3mg + Albendazole 400mg|Ivermectin 6mg/5ml + Albendazole 400mg/5ml|Ivermectin 1.5mg/5ml + Albendazole 200mg/5ml|Ivermectin 6mg + Albendazole 400mg|Ivermectin 1.5mg + Albendazole 200mg|Ivermectin 12mg + Albendazole 400mg|Ivermectin 12mg|Ivermectin 3mg + Albendazole 200mg|Ivermectin NA|Ivermectin 6mg|Ivermectin 3mg/5ml + Albendazole 200mg/5ml|Ivermectin 0.5% w/v
3cca37ec-22b0-4244-bf36-c1b7afbcddec,Alendronic Acid,Alendronic Acid 70mg + Calcium 500mg|Alendronic Acid 35mg|Alendronic Acid 70mg + Vitamin D3 2800IU|Alendronic Acid 10mg|Alendronic Acid 70mg|Alendronic Acid 70mg + Vitamin D3 5600IU
65304c13-764f-4979-a4a1-51cdf0f13d11,Donepezil,Donepezil 5mg|Donepezil 11.5mg|Donepezil 10mg|Donepezil 23mg|Donepezil 5mg + Memantine 10mg|Donepezil 5mg + Memantine 5mg|Donepezil 10mg + Memantine 10mg
3d83e69e-4ed6-41ef-bfc6-d4bf6377a180,Prochlorperazine,Prochlorperazine NA|Prochlorperazine 12.5mg|Prochlorperazine 5mg
f0ab78a4-fb1e-43e6-b5bf-5cb108482ca2,Ciprofloxacin,Ciprofloxacin 100mg|Ciprofloxacin 250mg + Phenazopyridine 200mg|Ciprofloxacin 0.3% w/v + Dexamethasone 0.1% w/v|Ciprofloxacin 200mg + Ornidazole 500mg|Ciprofloxacin 2mg|Ciprofloxacin 500mg + Tinidazole 250mg|Ciprofloxacin 1.5gm|Ciprofloxacin 0.2% w/v|Ciprofloxacin 100mg + Metronidazole 125mg|Ciprofloxacin 0.3% + Betamethasone 0.1%|Ciprofloxacin NA + Dexamethasone NA|Ciprofloxacin 500mg + Tinidazole 600mg|Ciprofloxacin 250mg + Tinidazole 300mg|Ciprofloxacin 0.5% w/w|Ciprofloxacin NA + Tinidazole NA|Ciprofloxacin 250mg + Tinidazole 250mg|Ciprofloxacin 0.3% w/v + Betamethasone 0.01% w/v|Ciprofloxacin 500mg + Tinidazole 300mg|Ciprofloxacin 400mg + Tinidazole 600mg|Ciprofloxacin 375mg
2ed7a4c2-5701-4afa-aa75-ca066323aef9,Drotaverine,Drotaverine 250mg + Mefenamic Acid 80mg|Drotaverine 50mg + Mefenamic Acid 250mg|Drotaverine 80mg|Drotaverine 80mg + Ethamsylate 250mg|Drotaverine 80mg + Mefenamic Acid 500mg|Drotaverine NA + Ethamsylate NA|Drotaverine 40mg + Mefenamic Acid 250mg|Drotaverine 20mg/ml|Drotaverine 10mg|Drotaverine NA + Mefenamic Acid NA|Drotaverine 80mg + Paracetamol 325mg|Drotaverine 80mg + Mefenamic Acid 325mg|Drotaverine 80mg + Clidinium 2.5mg|Drotaverine NA + Aceclofenac NA|Drotaverine 40mg/2ml|Drotaverine 40mg + Mefenamic Acid 500mg|Drotaverine 80mg + Mefenamic Acid 250mg|Drotaverine 20mg + Mefenamic Acid 500mg|Drotaverine 20mg|Drotaverine 20mg/5ml
1b3e8e0a-a81b-486d-8b07-d07768f3236c,Lindane,Lindane 0.5% + Cetrimide 1%|Lindane 1% w/w + Cetrimide 1% w/w|Lindane 1% w/v + Cetrimide 0.06% w/v|Lindane 0.1% w/v + Cetrimide 0.1% w/v|Lindane 0.1% w/w + Cetrimide 1% w/w|Lindane 1%|Lindane 0.1% + Cetrimide 1%|Lindane 1% w/w + Cetrimide 0.1% w/v|Lindane 0.1% w/v + Cetrimide 1% w/v|Lindane 2% w/v + Cetrimide 0.5% w/v|Lindane 1% w/w + Cetrimide 0.1% w/w|Lindane NA + Cetrimide NA|Lindane 1% w/v + Cetrimide 0.3% w/v|Lindane 2% w/w + Cetrimide 0.5% w/w|Lindane 1% w/v + Cetrimide 0.1% w/v|Lindane NA|Lindane 1% w/v|Lindane 1% w/w|Lindane 1% w/v + Cetrimide 1% w/v|Lindane 1.0% w/v + Cetrimide 0.1% w/v
2d416756-052f-4465-ba08-f07831e92e4e,Cetrimide,Cetrimide 0.5% w/v + Permethrin 5% w/v|Cetrimide 0.5% w/v + Ketoconazole 2% w/v|Cetrimide 0.5% w/w + Ketoconazole 2% w/w|Cetrimide 1% w/w + Chlorhexidine Gluconate 0.5% w/w|Cetrimide 0.01% w/v + Permethrin 5% w/v|Cetrimide 0.5% w/w|Cetrimide NA + Chlorhexidine Gluconate NA|Cetrimide 2% w/v + Ketoconazole 0.5% w/v|Cetrimide 3% w/v + Chlorhexidine Gluconate 1.5% w/v|Cetrimide 1% w/w + Ketoconazole 2% w/w|Cetrimide 0.1% w/w + Ketoconazole 2% w/w|Cetrimide 0.3% w/w + Chlorhexidine Gluconate 1.5% w/w|Cetrimide 15% w/v + Chlorhexidine Gluconate 7.5% v/v|Cetrimide 0.1% w/v + Permethrin 5% w/v|Cetrimide 0.6% w/v + Chlorhexidine Gluconate 0.3% w/v|Cetrimide 5% w/v|Cetrimide 0.6% w/v + Chlorhexidine Gluconate 0.3% v/v|Cetrimide 0.6% w/w + Chlorhexidine Gluconate 0.3% w/w|Cetrimide 0.1% w/v|Cetrimide 15% w/v + Chlorhexidine Gluconate 7.5% w/v
1795682e-b265-4167-a04b-d92cf852f589,Alfacalcidol,Alfacalcidol 1mcg|Alfacalcidol 0.25mcg|Alfacalcidol 0.5mcg
9012848e-c534-4c9e-9d48-e86f4faf91e6,Choline Salicylate,Choline Salicylate 8% w/v + Tannic Acid 5% w/v|Choline Salicylate NA|Choline Salicylate 8.70% w/w + Lidocaine 2% w/w|Choline Salicylate 8.7% w/w + Tannic Acid 10% w/w|Choline Salicylate 9% w/w + Lidocaine 2% w/w|Choline Salicylate 8.7%|Choline Salicylate 8.7% w/w|Choline Salicylate NA + Lidocaine NA|Choline Salicylate 8.7% w/w + Lidocaine 2% w/w|Choline Salicylate 9% w/v|Choline Salicylate 8.7% w/w + Cetalkonium Chloride 0.01% w/w
078feb39-127b-4edb-b3f0-f3bd9e0311c8,Brinzolamide,Brinzolamide 10mg + Timolol 5mg|Brinzolamide 1% w/v|Brinzolamide 1% w/v + Brimonidine 0.2% w/v|Brinzolamide 10mg|Brinzolamide 10mg + Brimonidine 2mg|Brinzolamide 1% w/v + Timolol 0.5% w/v
6d0c90fc-3b8f-4ce9-ad7f-005828f5c17d,Magnesium,Magnesium 400mg|Magnesium 250mg + Vitamin D3 1000IU
c3b4074f-bf02-4b3c-aa6e-837c97b2a9e6,Dihydralazine,Dihydralazine 25mg
cf140d06-c7f9-4bb5-9c33-16271c2f5680,Formoterol,Formoterol 20mcg + Budesonide 0.5mg|Formoterol 20mcg + Budesonide 1mg|Formoterol 12mcg + Budesonide 200mcg|Formoterol 12mcg + Glycopyrrolate 25mcg|Formoterol 6mcg + Budesonide 100mcg|Formoterol 6mcg + Mometasone 400mcg|Formoterol 12mcg + Tiotropium 18mcg|Formoterol 6mcg + Fluticasone Propionate 50mcg|Formoterol 6mcg + Budesonide 400mcg|Formoterol 12mcg + Fluticasone Propionate 500mcg|Formoterol 6mcg + Tiotropium 9mcg|Formoterol 6mcg + Fluticasone Propionate 200mcg|Formoterol 12mcg|Formoterol 4.8mcg + Glycopyrrolate 9mcg|Formoterol 9mcg + Budesonide 320mcg|Formoterol 6mcg + Glycopyrrolate 25mcg|Formoterol 6mcg + Fluticasone Propionate 100mcg|Formoterol 6mcg + Mometasone 200mcg|Formoterol 6mcg + Fluticasone Propionate 125mcg|Formoterol 6mcg + Budesonide 200mcg
e666b11b-68e4-4b82-a068-623fa7630ac0,Calcium Carbonate,Calcium Carbonate 1250mg + Vitamin D3 500IU|Calcium Carbonate 500mg + Calcitriol 0.25mcg|Calcium Carbonate 1250mg + Vitamin D3 2000IU|Calcium Carbonate 500mg + Vitamin D3 2000IU|Calcium Carbonate 1000mg + Magnesium Hydroxide 240mg|Calcium Carbonate 1250mg + Vitamin D3 2000mg
904b6c4b-3a2c-4516-9d75-2eab83987cc9,Standard Cobra Venom (Naja naja),Standard Cobra Venom (Naja naja) 0.6mg + Standard common krait Venom (Bangarus caeruleus) 0.45mg
4e1a75f1-094a-4bb5-858c-51c5f15fbeb6,Standard common krait Venom (Bangarus caeruleus),
9995231a-54e8-485e-a2f8-bdc84a6ecc1d,Acitretin,Acitretin 25mg|Acitretin 20mg|Acitretin 10mg
721f2d43-5d18-4544-974f-306620e25291,Brimonidine,Brimonidine 0.15% w/v + Stabilized Oxychloro 0.005% w/v|Brimonidine 0.1% w/v + Stabilized Oxychloro 0.005% w/v|Brimonidine 0.1% w/v|Brimonidine 0.2% w/v|Brimonidine 0.15% w/v|Brimonidine 5mg|Brimonidine 2% w/v
51a03147-eb6d-4e50-a2e3-c292e51bb762,Stabilized Oxychloro,
3af5f290-1b05-43c2-a93e-80dafeb07014,Isotretinoin,Isotretinoin 0.025%|Isotretinoin 30mg|Isotretinoin 10mg|Isotretinoin 8mg|Isotretinoin 20mg|Isotretinoin 40mg|Isotretinoin 0.05% w/w|Isotretinoin 16mg|Isotretinoin NA|Isotretinoin 24mg|Isotretinoin 5mg
0ebbbda4-1b77-4c12-a71b-d896ea992532,Dapsone,Dapsone 5% w/w|Dapsone 5% w/w + Adapalene 0.1% w/w|Dapsone 100mg
03b641f5-0edf-4722-a062-683442036d6f,Sodium Chloride,Sodium Chloride 0.9% w/v|Sodium Chloride 4gm/200ml|Sodium Chloride 5.15gm + Sodium Lactate NA|Sodium Chloride 0.65% w/w|Sodium Chloride 0.60% w/v|Sodium Chloride 0.49% w/v + Sodium Lactate 0.39% w/v|Sodium Chloride 6% w/v|Sodium Chloride 450mg|Sodium Chloride 0.90% w/v|Sodium Chloride 750mg|Sodium Chloride 0.74% w/v|Sodium Chloride 0.75% w/v|Sodium Chloride 0.45% w/v|Sodium Chloride 0.02% w/v|Sodium Chloride 3% w/v|Sodium Chloride 0.65% w/v|Sodium Chloride 0.600gm + Sodium Lactate 0.32gm|Sodium Chloride 1000mg|Sodium Chloride NA|Sodium Chloride 3%
9cd6b65a-daa6-4f00-a362-a49b95b8f568,Alteplase,Alteplase 20mg|Alteplase 50mg
750a48c3-8162-4051-9cc2-887900eb930e,Ketorolac,Ketorolac 0.4% w/v + Hydroxypropylmethylcellulose 0.1% w/v|Ketorolac 0.5% w/v + Moxifloxacin 0.5% w/v|Ketorolac 20mg|Ketorolac 0.5% w/v + Dexamethasone 0.01% w/v|Ketorolac 30mg/1ml|Ketorolac 4mg + Olopatadine 1mg|Ketorolac 0.4% w/v + Olopatadine 0.1% w/v|Ketorolac 0.4% w/v + Moxifloxacin 0.5% w/v|Ketorolac NA|Ketorolac 0.4% w/v|Ketorolac 0.5% w/w + Moxifloxacin 0.5 % w/w|Ketorolac 0.4% w/v + Hydroxypropylmethylcellulose 0.25% w/v|Ketorolac 30mg|Ketorolac NA + Moxifloxacin NA|Ketorolac 100mg|Ketorolac 10mg|Ketorolac 0.5% w/v + Dexamethasone 0.1% w/v|Ketorolac NA + Dexamethasone NA|Ketorolac 0.5% w/v|Ketorolac 0.5% w/v + Moxifloxacin 0.5% w/w
991978a3-9fd8-49ba-9e68-7b2c48975432,Pantoprazole,Pantoprazole 40mg + Mosapride 15mg|Pantoprazole 40mg + Alginic Acid 150mg|Pantoprazole NA|Pantoprazole 40mg + Amoxicillin 750mg|Pantoprazole 10mg|Pantoprazole 30mg + Ondansetron 4mg|Pantoprazole 40mg + Itopride 150mg|Pantoprazole 30mg|Pantoprazole 20mg + Chlordiazepoxide 7mg|Pantoprazole 40mg + Amoxicillin 500mg|Pantoprazole 80mg|Pantoprazole 20mg|Pantoprazole 40mg + Ondansetron 10mg|Pantoprazole NA + Itopride NA|Pantoprazole 40mg + Itopride 120mg|Pantoprazole 40mg + Ondansetron 4mg|Pantoprazole 20mg + Chlordiazepoxide 5mg|Pantoprazole 40mg
7b77bfe1-dcb0-478f-80b1-773b08c2ce73,Metadoxine,Metadoxine 500mg|Metadoxine 500mg + Silymarin 140mg|Metadoxine 250mg + Silymarin 70mg
b9633316-bdd2-40b1-bd61-33835acfeddc,Potassium Citrate,Potassium Citrate 1100mg + Magnesium Citrate 375mg|Potassium Citrate 1100mg/5ml + Magnesium Citrate 375mg/5ml|Potassium Citrate 1080mg|Potassium Citrate 540mg
12daed33-3346-42be-97a6-d6642fc7f074,Magnesium Citrate,Magnesium Citrate 375ml/5ml + Potassium Citrate 1100mg/5ml|Magnesium Citrate 375mg/5ml + Potassium Citrate 1100mg/5ml|Magnesium Citrate 375mg + Potassium Citrate 1100mg|Magnesium Citrate 1100mg + Potassium Citrate 375mg
39186474-8725-41a4-8128-d10be4bfe0c5,Olopatadine,Olopatadine 0.2%|Olopatadine 0.5% w/v|Olopatadine 0.1% w/v|Olopatadine 5mg|Olopatadine NA|Olopatadine 0.2% w/v|Olopatadine 7mg/ml|Olopatadine 0.1% w/v + Chlorpheniramine Maleate 0.01% w/v|Olopatadine 2.22mg|Olopatadine 0.6% w/w|Olopatadine 0.6% w/v|Olopatadine 0.1%|Olopatadine 2mg|Olopatadine 0.7% w/v|Olopatadine 2.5mg|Olopatadine 0.01% w/v
41750a02-1dc3-4ad6-a506-f5c7e8b50a88,Atropine,Atropine 1% w/v + Chloramphenicol 0.5% w/v|Atropine 1% w/v|Atropine 1% + Hydrocortisone 0.50%|Atropine 1% w/w|Atropine 0.6mg|Atropine 1% w/v + Chlorbutol 0.5% w/v|Atropine 0.025mg + Diphenoxylate 2.5mg|Atropine 1% w/w + Tetracycline 1% w/w|Atropine 0.01% w/v|Atropine 0.25mg + Belladonna dry extract 10mg|Atropine 1% + Dexamethasone 0.10%|Atropine 1.0% w/v + Dexamethasone 0.1% w/v|Atropine NA|Atropine 0.3mg|Atropine NA + Chloramphenicol NA|Atropine 1% w/v + Chlorbutol 0.35% w/v
abaeec3e-ad7a-4978-b257-4f31d9cbe3e0,Sodium Hyaluronate,Sodium Hyaluronate 30mg + Collagen Peptide 40mg|Sodium Hyaluronate 0.3% w/v|Sodium Hyaluronate 10mg/ml|Sodium Hyaluronate 90mg|Sodium Hyaluronate 0.18% w/v|Sodium Hyaluronate 1mg/ml|Sodium Hyaluronate 1mg|Sodium Hyaluronate 60mg|Sodium Hyaluronate 80mg + Glucosamine 750mg|Sodium Hyaluronate 10ml|Sodium Hyaluronate 0.1 % w/v|Sodium Hyaluronate 0.1% w/v + D-Panthenol 5% w/v|Sodium Hyaluronate 30mg + Chondroitin 40mg|Sodium Hyaluronate 0.10% w/v|Sodium Hyaluronate 0.1% w/v|Sodium Hyaluronate 0.18% w/w|Sodium Hyaluronate 1.8mg/ml|Sodium Hyaluronate 20mg|Sodium Hyaluronate 8mg|Sodium Hyaluronate 10mg
fba9b827-8dff-4eef-8d56-23cb3d704b3b,Aprepitant,Aprepitant 125mg|Aprepitant 125mg + Aprepitant 125mg|Aprepitant 125mg + Aprepitant 80mg|Aprepitant 12mg + Aprepitant 125mg|Aprepitant 150mg
4ad286c7-df16-4e85-b95b-9869308b6f54,Diloxanide,Diloxanide 125mg + Tinidazole 150mg|Diloxanide 500mg + Tinidazole 500mg|Diloxanide 250mg + Tinidazole 300mg|Diloxanide 375mg + Ornidazole 250mg|Diloxanide 500mg|Diloxanide 62.5mg + Tinidazole 75mg|Diloxanide 300mg + Tinidazole 200mg|Diloxanide 500mg + Tinidazole 300mg|Diloxanide 500mg + Tinidazole 600mg
e394d7f4-a7e9-4379-9ecf-99bf75836902,Alpha Ketoanalogue,Alpha Ketoanalogue 400mg|Alpha Ketoanalogue NA|Alpha Ketoanalogue 200mg|Alpha Ketoanalogue 381mg
534be131-86ab-4d2d-b5bf-6ac7b1feddec,Teneligliptin,Teneligliptin 10mg|Teneligliptin 20mg + Pioglitazone 15mg|Teneligliptin 20mg + Metformin 500mg|Teneligliptin 40mg|Teneligliptin 20mg
243f2794-042c-4360-9b88-87eae2496128,Losartan,Losartan 50mg + Hydrochlorothiazide 6.25mg|Losartan 8mg + Hydrochlorothiazide 12.5mg|Losartan 50mg + Amlodipine 5mg|Losartan NA|Losartan 25mg + Chlorthalidone 6.25mg|Losartan 50mg|Losartan 50mcg + Hydrochlorothiazide 12.5mg|Losartan 25mg + Hydrochlorothiazide 12.5mg|Losartan 25mg + Amlodipine 5mg|Losartan 50mg + Hydrochlorothiazide 12.5mg|Losartan 25mg|Losartan 50mg + Chlorthalidone 12.5mg|Losartan 50mg + Chlorthalidone 6.25mg|Losartan 50mg + Amlodipine 2.5mg|Losartan 25mg + Amlodipine 2.5mg|Losartan 50mg + Atenolol 50mg|Losartan 100mg
c609818d-4b93-4f9f-ba80-243554391e11,Azilsartan medoxomil,Azilsartan medoxomil 40mg + Chlorthalidone 6.25mg|Azilsartan medoxomil 80mg|Azilsartan medoxomil 40mg|Azilsartan medoxomil 80mg + Chlorthalidone 12.5mg|Azilsartan medoxomil 40mg + Chlorthalidone 25mg|Azilsartan medoxomil 20mg|Azilsartan medoxomil 40mg + Cilnidipine 10mg|Azilsartan medoxomil 40mg + Cilnidipine 5mg|Azilsartan medoxomil 40mg + Chlorthalidone 12.5mg
61b92bda-8b78-4955-82a4-791dc5fc5f12,Cefuroxime,Cefuroxime 1000mg|Cefuroxime 1.125mg + Sulbactam NA|Cefuroxime 500mg + Clavulanic Acid 125mg|Cefuroxime 500mg + Lactobacillus 60Million spores|Cefuroxime 750mg|Cefuroxime 500mg + Linezolid 600mg|Cefuroxime 200mg + Clavulanic Acid 125mg|Cefuroxime 250mg + Clavulanic Acid 62.50mg|Cefuroxime 250mg|Cefuroxime NA|Cefuroxime 125mg/5ml|Cefuroxime 1500mg + Sulbactam 750mg|Cefuroxime 125mg + Lactobacillus 60Million spores|Cefuroxime 250mg + Lactobacillus 30Million spores|Cefuroxime 2000mg + Sulbactam 250mg|Cefuroxime 1500mg|Cefuroxime 250mg + Clavulanic Acid 125mg|Cefuroxime 125mg|Cefuroxime 50mg|Cefuroxime 50mg/5ml
0bb90e22-ba83-447f-b04b-0911f3d723cf,Streptomycin,Streptomycin 200mg|Streptomycin 0.75gm|Streptomycin 1gm
6e6d7c3e-6a53-4252-88fe-837eefd0a8b5,Etizolam,Etizolam 1.5mg|Etizolam 0.25mg + Propranolol 20mg|Etizolam 0.25mg + Escitalopram Oxalate 10mg|Etizolam 0.25mg + Propranolol 10mg|Etizolam 0.5mg|Etizolam 50mg + Propranolol 20mg|Etizolam 50mg|Etizolam 0.5mg + Escitalopram Oxalate 5mg|Etizolam 2mg|Etizolam 0.5mg + Propranolol 40mg|Etizolam 0.50mg|Etizolam 0.25mg + Propranolol 40mg|Etizolam 0.5mg + Escitalopram Oxalate 10mg|Etizolam 1mg|Etizolam 0.50mg + Propranolol 20mg|Etizolam NA|Etizolam 0.5mg + Propranolol 5mg|Etizolam 0.25mg + Escitalopram Oxalate 5mg|Etizolam 0.25mg|Etizolam 0.5mg + Propranolol 20mg
f51d28ba-6aca-4107-b6dc-b091f353f3c0,Sertraline,Sertraline 100mg|Sertraline 50mg + Clonazepam 0.25mg|Sertraline 50mg|Sertraline 37.5mg|Sertraline 12.5mg|Sertraline 50mg + Clonazepam 0.5mg|Sertraline 200mg|Sertraline 25mg
3e528982-5a25-4815-8cc8-d877172f810d,Nortriptyline,Nortriptyline NA|Nortriptyline 75mg|Nortriptyline 15mg|Nortriptyline 10mg|Nortriptyline 50mg|Nortriptyline 25mg
965b048a-035a-4a8c-b41a-08fbaad6d4dc,Benzoyl Peroxide,Benzoyl Peroxide NA|Benzoyl Peroxide 5% w/v|Benzoyl Peroxide NA + Clindamycin NA|Benzoyl Peroxide 5% w/w|Benzoyl Peroxide 2.5% w/w + Clindamycin 1% w/w|Benzoyl Peroxide 1.25% w/w + Clindamycin 0.1% w/w|Benzoyl Peroxide 4% w/v|Benzoyl Peroxide 5% w/w + Clindamycin 1% w/w|Benzoyl Peroxide 4% w/w|Benzoyl Peroxide 1.25% + Clindamycin 0.1%|Benzoyl Peroxide 2.5% w/w
29ba9255-2b68-4687-97a6-9a8062a0c849,Flupenthixol,Flupenthixol NA|Flupenthixol 0.5mg + Escitalopram Oxalate 5mg|Flupenthixol 40mg|Flupenthixol 1mg|Flupenthixol 50mg + Melitracen 10mg|Flupenthixol 0.5mg|Flupenthixol 0.5mg + Nortriptyline 10mg|Flupenthixol 0.5mg + Escitalopram Oxalate 10mg|Flupenthixol NA + Melitracen NA|Flupenthixol 0.5mg + Melitracen 10mg|Flupenthixol 40mg + Melitracen NA|Flupenthixol 5mg + Melitracen 1mg|Flupenthixol 20mg + Melitracen NA|Flupenthixol 3mg|Flupenthixol 20mg
9bb067ef-8731-49e5-a443-e6e345df8cfa,Hydrocortisone,Hydrocortisone 20mg|Hydrocortisone 0.25% w/w + Zinc Oxide 5% w/w|Hydrocortisone 1% w/v + Acetic acid 2% w/v|Hydrocortisone 1000mg|Hydrocortisone 0.1% w/w|Hydrocortisone 0.01% w/v + Minoxidil 5% w/v|Hydrocortisone 0.127% w/w|Hydrocortisone 5mg|Hydrocortisone 1% w/w + Fusidic Acid 2% w/w|Hydrocortisone 500mg|Hydrocortisone 10% w/w|Hydrocortisone 0.01% w/v + Minoxidil 12.5% w/v|Hydrocortisone NA|Hydrocortisone 100mg|Hydrocortisone 0.05% w/w + Fusidic Acid 2% w/w|Hydrocortisone NA + Naphazoline NA|Hydrocortisone 400mg|Hydrocortisone 250mg|Hydrocortisone 0.5% w/w|Hydrocortisone 0.25% w/w + Crotamiton 10% w/w
38f04693-6729-4a7d-ae39-8bc9cc46e3e1,Epalrestat,Epalrestat 150mg + Pregabalin 150mg|Epalrestat 50mg|Epalrestat 50mg + Methylcobalamin 500mcg|Epalrestat 75mg + Methylcobalamin 750mcg|Epalrestat 150mg + Methylcobalamin 1500mcg|Epalrestat 150mg|Epalrestat 150mg + Pregabalin 75mg
